Id,Text,Rating
50,"I have placed an order for many product, 3 product I have received damaged, and i am unable to placed an return request it's showing error I am unable to placed an return request using app, and I have connect to customer care executive many times but I have received any help from them, I am marking emails every day, but no support from them, Worst application no help getting from tira",1
51,"Worst experience, Worst agents worst reply worst delivery. My product is delayed about 2 days. When I contact them they didn't take any action about that. They only told delivered soon or some thing like that. If you want product on correct estimated date plz order from another apps.",1
52,"Poducts are authentic there is no doubt in that.. but please change your courier partner. Bluedart is a worst courier service, my order gets delivered within 1 week. But this bluedart is taking forever to deliver my order, It's been 8-9 days its showing network issues while tracking my order. Please change your delivery partner, bluedart is the worst.",3
53,Worst apps ever... I hve order for the first time on TIRA on Nov 17..EDD was on 30th Nov .. I cant even track my order during this period n got cancel on 1st Dec without any reason... Poor in customer support.. Wont recommend..,1
54,Worst customer service... Received package with missing product same day I complaint and send them all pictures.. it's being more than 10 days still I m waiting for response.. and the said they need more time to investigate.. I got scammed here so please don't order from this app very slow and pathetic survice..,1
55,Worst app ever. Pathetic service. I ordered for the first time and got the wrong product and now they are not responding well. No one should ever buy products from this app. This app is a whole scam. Someone should do about this',1
56,I received my order which I order through app but I need to replace or exchange 1 product however I unable to login in app I am not getting otp to login and no customer support Is available. I am helpless rite now.,1
57,"WORST EXPERIENCE EVER. I ordered 4 items(Rs 2500)out of which one was missing. I got the order on 23rd Sept. And I found a serum missing. I reported abt it immediately. The order took two days to show ""delivered"". I have been chasing the team since then. There is a constant "" we will get back to you"" response. The customer service is incompetent. Today is 7th October and I received a mail saying refund is not possible without any proof. THEY ARE SCAMMING INNOCENT PEOPLE. DON\'T BUY FROM TIRA.",1
58,lovely and quick shopping app would recommend. amazing shopping experience and nice discounts. very happy with it',5
59,"Frustration Galore! I can't express enough how deeply disappointed I am with this app. It's a glitchy nightmare that's taken my patience to its limits. But that's not the worst part. I needed to return a product, & reaching out for support through the app has been an exercise in futility. It's like shouting into a void. No response, no acknowledgment! I wouldn't recommend this app to my worst enemy. It's beyond frustrating when an app can't even handle something as basic as returns",1
60,"They are total frauds, sent me a completely damaged product (lipstick package without the lipstick worth ?1850/-) never updated the delivered status so that I can return it!! After several calls and emails (every single day twice morning and evening for a week) they finally updated the delivered status but took the product and never updated the picked up status so that I can get a refund, after calling & emailing for another 2 week everyday, they updated that, now still no refund after 4 weeks!!'",1
61,"Disgusted with the service! This is for the very first order I placed with Tira. Customer service sucks, the reps for Tira are extremely incompetent. I've sent multiple requests for a return with replies from different reps via email asking for the same thing over and over and over! The number provided via email is incorrect, I've asked for someone to call but they still send emails only asking for information about the product I'd like to return, information I've already given! Just BADSERVICE!",1
62,"Downloaded it as they have great faces and ambassadors . But the application is too slow, takes a lot of time to load the pages . Also some shipments are delayed ; my experience of very first order from tira beauty.",1
63,"Received a damaged product and since a month they are just sending me the same mails through different executives each day with no solution to the problem, returns facility is way too bad. Please opt for a better online store as there are many options available.",1
64,If you don't want to process the COD orders in time what is the point of having that option? Two days have gone by and it still simply shows processing not even confirmed! You are aware that there are much better companies out there right? I was so excited but will not shop again.,1
65,Need to improvement in app.. before I buy I check how to use* which country product is expire date. Every thing..but it seems app is not easy to use',2
66,Not able see anything in my order section. Added new address but it has taken older address. Not able to update anything as everything is showing something went wrong.,1
67,"Pathetic App. Doesn\'t have any option for searching any product. Edit: 26.11.2023: It still doesn\'t have the ""search"" option. I don\'t know why the developers haven\'t added basic search facility on the app.",1
68,Giving 5 star easy to use app nd offers are awesome . I cancelled my prepaid order because of wrong address and they gave me refund so quickly with in 10 minutes and it was around 11pm. Trustable brand ?? thank you tira',5
69,Used this app first time and placed first order..I orderd makeup for diwali on 06th November they showed delivery on 11th November ..But now they changed delivery date and delayed it till 14th November..its very disappointing act..will uninstall Tira app..Because its delivery service is very very slow..Nykaa is best..even shopsy also deliverd my parcel on time..Big NO for Tira..,1
70,"Ordered for the very first time, ordered not get delivered even after 5 days passed for the estimated time. Seems they have only spent for branding and promotion no service for there actual customer. Uninstalled and not going to use the app again.",1
71,Worst app ever.. I put return request for the product but no one came for the pick up. Then I contacted to the customer service they said your return window is closed.. I put return request within time it's no my fault but Tira is not picking up my product and not giving my refund,1
72,Delayed deliveries. The app doesn't update the delivery date. My order was delayed by 20 days. And they care a damn about customer experience. Would always stick to Nykaa henceforth,1
73,"I ordered and my shipment status is not updated. Showing same status for past 10 days. I'm not sure whether I will get my products or not, how long I need to wait for my products. Ordered for the first time and it was not a good experience for me.",2
74,The app doesn't work properly. I have placed an order but orders tab is not at all opening on the app. I am not able to understand the status of my order now.,1
75,Deliveries are very slow. Nyka is very quick in this case. They dispatch products the same day. Products range is still fine but delivery is ....too slow.,2
76,Never buy any thing from tira such fraud app... broken damaged product received when ask for return they harassed me alot... send product pictures but they didn't satisfied.... this is the strategy they are following all last customer will tired to send pics and they denied to change product.... big fraud,1
77,Tira is a wonderful app with lots of products starting from affordable to luxury range. Had a beautiful shopping experience. Would love to come back again',5
78,"FRAUD APP. First time trying app and I got wrong product. I orders 2 items worth 1100.. what I received is a moisturizer for 300 .. worst app ever. I would prefer Nykaa eventhogh it doesn't have pffers like this, service is top notch.",1
79,I tried and ordered for the first time and got instant disappointment. My order got cancelled without any prior information and after cancellation as well no info was shown about why the order got cancelled on the first place.,1
80,This app is disgusting ?? when I was ready to place an order they say invalid address than I gave my second address and than they say your items in cart are out of stock means what is the glitch babe tbh this website is more worst as it look don't shop from here 'nykaa' the best platform ever in the entire internet.,1
81,"This is really pathetic.First of all, bad product is sold, not sure how is the QC there, second the customer support is not ready to accept damages and have even stopped after giving two replies.You guys want to take down Nykaa & Mynta, With this kind of product & Cx support, they do not even would ever feel a 1 percent impact. Instead of focusing on Celebrity endorsement, if you would have worked on Product & Cx support, it would have been better. Never gonna use it.",1
82,I'm unable to open your application. Not a single data is visible. If the app performance is low then why you do too much promotion for it?,1
83,"Worst app ever and so is the service, status of the order will b shown delivery attempted but you don't get a single call... Glitchy and damn slow, experience is a night mare",1
84,Something is wrong with this app I tried to apply coupon code but it wasn't visible and also created problem in login when I checked i already login but it showed logout & most of the products are out of stock.??,2
85,"Good app with great discounts . A little issue i face always, the app doesn't open quickly. Everytime it takes almost 10 to 15 mints to open the app",4
86,"Very much harassing and disappointing app.. They show coupons on billing amounts and offer discounts, but after selecting any payment method, the discounts are removed.",1
87,"The app is slow, my order has been delivered but the app is still showing my package is in transit... Also I recieved broken item which I have to return but I am unable to return it.. please help tira'",1
88,"Worst experience Could not go back, i am putting everything in the cart and the app seems to self remove those, very frustrating.",1
89,Really a very bad experience . Ordered a perfume and the bottle was leaking and the return policies are worst there is no option other than giving the account no. To get the refund money. 0/10 experience',1
90,"I am selecting Lakme CC cream and adding to cart, but when I go and see cart, a complete different product from estee lauder gets added everytime....I tried a couple of times and then I was exhausted'",2
91,"Very bad service, from tira.I ordered 3 lipsticks, I have return request for 1 lipstick, but delivery agent collected all 3 but refund was proceed for one, but for 2 still no response after mails, even I called customer care, but they don't registered any complaint, after 3 days complaint registered on 15 sep, and my return order collected on 12 sep 2023 and today 13 October, no refund is initiated.this is how the management and NODAL officer is working so poor service.",1
92,"The app is working good, I have placed Few orders and the customer service is also good but my only concern is delivery time it takes too long to deliver the product'",4
93,"I'm trying to return a product, when I'm uploading the picture the app is getting closed, same thing happening again & again, please look into this",1
94,I couldn't make use of the coupon however the cart value was fulfilling the coupon criteria. Had to place order with out discount. Really not done,1
95,"Received dried sugar eyeliner and while I tried returning, it is showing error in order history. Pathetic service still the Problem exist. Please refund my money no one to contact for and chat gets closed without a solution. I you people are not able to operate the Please close this app. Please don't cheat the consumer.",1
96,Very bad experience. I have ordered on 16th sep.. 334rs products by Paid through g pay...I cant get my products and also refund...I will never use this app Again total loss....customer care also not help....very bad',1
97,They have long return policy and after they will reject bcz its open and use product without any use how to know that are right or not so better is choice amazon they are more chipest according to all beaty products',1
98,They have some serious problems in their customer service and their warehouses. I'm awaiting a refund on delivery of wrong products for almost a month now.,1
99,Very frustrating first experience...not able to view any product photo & app is not working properly...is it really by Reliance? I doubt and don't trust.,1
100,First experience was bad.. Ordered for the first time n product is not delivered since it's more than 15days.. luckily I had done Cod so no tension,1
101,One of the worst beauty App I have ever used.....Placed order of 8 items received only 7 .......Packing was Disgusting.......Product received was full of scratches & Leaked bottles......even recieved after 10 days.....Don't go for it.....Not even 1 star,1
102,"When I recieved my order, the products were close to expiry, smelled horrible, one was broken and they took 8 days to FINALLY pick up my order (even though they were supposed to pickup everything after 2-3 of registering the return) while I raised tickets because the return date was expiring. Now after FINALLY getting the return through, they claimed that they would give me the refund in 2-3 days. It has now been 8 days with no refund. Never order from Tira Beauty unless you want to be scammed'",1
103,I found this App absolutely fantastic. I would earlier buy my face creams from Nykaa which never had once offered any discounts at all though I have always been buying on their platform. However I had the opportunity of buying twice on Tira and also obtaining good discounts along with samples too. But would request Tira to offer samples with good quantity moving forward.,5
104,"Most disgust app ever I have ordered some items and now it is not showing my tracking by showing some errors , this app is waste of time and money do not buy any product.....??'",1
105,"I found the app. good. But the interface need to be more simplified. When we click a product, the concern and description should be more in detail. Also you should highlight features like pregnancy safe, non comedogenic. Because nowadays people look for skin concern related products. Also you should start a section for testers and mini sample products. That wil attract more customers.",4
106,"I bought a product which had a good offer and discount ,also great delivery but The app doesn't have the search option which is basic thing and most irritating. The interface is not good for app. Sometimes get struck. App functionality is not good",3
107,"Edit - Do not order from this app unless you're willing to waste time and money. Order was placed on 25th July, did not confirm until I followed up, then delayed delivery for which I had to follow up again & then delivered old stock (foul smelling), refused to accept return. Finally they accepted return on 8th Aug, & it's been 10 days. I've followed up every single day & yet return pick up hasn't been arranged & money has not been refunded. Everyday I call, they only say they're working on it.",1
108,I have ordered for the 1st time ...Few item in the package were missing...its been 8 days u people didn't do anything about it...Only saying mail us and no answers after mail...What the hell... Don't buy anything from this app they are fraud,1
109,"Very good,i ordered 2products in website after i installed app and loggedin the app was too fast in getting the order details from website to app.Also by using coupons i got the 2products in very low price'",4
110,One of the worst app... After raising the return Request order is missing in the order list. There is a lot of performance issues and worst application',1
111,Takes too much time to load the pages. Exhausting. Please check the performance issue.,1
112,"I ordered a lisptick and it had return option. After repeated mails and calls,its everytime assured that there will be a resolution from past 3 weeks but there isnt one. Highly dissappponting!'",1
113,Shopping experience via app is pathetic. Tells me to login again everytime I try to place an order and the cart keeps getting empty even I add the products for purchase. Number of brand products are comparatively less as of now. Need to fix app issues asap.,3
114,Everything I liked about tira.but i think delivery should be more faster..i get my order after 15 days.product was little damage it was a shampoo bottle.but i didn't complain about it.to make tira more better i think this service should be better.,5
115,Fake production ???? I ordered a makeup revolution blush palette and pay the amount but in the history of order there are no history shown. I want my money back either product',1
116,"I had received parcel with leakage issue. The shampoo conditioner combo had leakage issue. External packing was untampered, so Tira had sent product which was already leaking.",1
117,"The app has been made so user friendly. The products are so nicely catergorized. It's not at all messy , to find what u exactly looking to buy.",5
118,I recently placed an order and I couldn't see the order details in my orders. There are so many glitches in the app. Not worth the hype. Expected so much but it's not worth it.,1
119,I've tried so many times but the app just not opening. It kept showing something error. Even updating can't fix it!?,1
120,"Very stupid app doesn't work at all, Even if the network is full it say something went wrong. What a useless app.",1
121,"App is not working, on opening, it is just white screen even after updating.",1
122,Bad experience 1st time I ordered pac foundation from this app and they send me broken and damage product still waiting for refund never ever ever order ... Nykaa is best bcoz they never do this to me they don't deserv 1star,1
123,The picture quality of the products cpuld have been better. Also please add more discounts/ coupons for different brands.,4
124,It hangs a lot. Not many pictures are available related to products like a sort of demo photo or video. It would give a reassurance to buy. Before losing any money.,2
125,Not even placed the order but such a poor app not even search bar available to search products this is so waste of time for one single product I have need to scroll and scroll and still unable to find',1
126,Horrible experience! Stop the fake advertisement if you can't get the products delivered to the customer. All these so called attractive offers and promo codes are of no use because at the end Tira will drop a mail saying that the product has not been shipped that it will refund the amount. Fake ads!.,1
127,"Low class application. I ordered a lipstick from it and it was of poor quality but they refused to returned the order , I mailed them continuously but no response nothing and the product describe easy returns within 15 days.I haven't got my refund yet and neither I can use the lipstick due to it's worst condition. I recommend not to use this app or to purchase anything from it.",1
128,"Looking at the reviews and people having horrible experience with this app as even after payment they are not receiving their products. I have decided to not to order anything as for middle class people money is very important and it should be spent on the service which is secured. Rather than having lucrative offers nd loosing money , it's better to spend on something which actually u can use the product",1
129,Worst app ever..i ordered for 88 ml neutrogena sunscreen but you guys have delivered 80ml.. return request has been given..trying to track..but it shows something went wrong since 2 days..worst experience ever..no response from you irresponsible people',1
130,Horrible. Takes too much time to deliver and there is no tracking option also. Not gonna shop from here again',1
131,Actually one problem is there. Here shelf life is mentioned but not mentioned expiry date. If this is metioned then it would be final destination of beauty shopping app. Actually i have lost my money for purchasing products. Discount is high when i purchased and received my product i got almost 6monthes i can use. But shelf life is mentioned 3years. This is scam. If expiry date are not mentioned then i shall not order any product.,1
132,"Worst customer experience. I applied the coupon for a product, but they cancelled the order without calling me and now that the coupon is wasted, they are not even helping me with another coupon.",1
133,DON'T DOWNLOAD Useless app. It just WON'T work. Keeps loading and then asks you to retry. USELESS app.,1
134,One of the worsttttttt app I've ever seen. Doesn't show your order status after you've placed your order,1
135,Bad customer service..the date of delivery been postponing. I raised ticket. No1 has called me in past 24 hours. This is last time am purchasing from you!!!! And yeah I have emailed to feedback mail . Update : you responded the exact thing I know. Nothing new! That delivery is in transit.,2
136,"This is more like scam do not trust this app, it doesn't have customer support services, no way you will get support on your order if you need one. If you still want to order pleas e select cash on delivery as that way you can at least save money if the product is not delivered which is highly likely.",1
137,Worst app one product missing in my parcel and I complain already 1 month passed always they said we are working on it no costumer support no one listen no costumer number no any response I mailed so many times I raised tickets they read and closed the chapter only one answer pass one month we working on it',1
138,A very slow application every time I have to log in and when search something current page shows blank white nothing work need to be improve',1
139,Very convenient and good discounts. I also love the point system best in this App',5
140,Even the product is good. The delivery time is too high take more than week',3
141,"Worst service ever, it's much better to order from nykaa. The delivery for some simple items took 15 days, no good offers and poor customer service. The products were very old and the mascara I received had dried down. Never coming back to this app.",1
142,"Never buy anything from this website, i ordered Bobbi Brown face base which was not on discount even, they gave me 500 off on my first order and I got duplicate product. The texture and fragrance of the product is totally different which i used earlier. These companies comes with tempting offers just to catch the market of loyal online sellers. Such a shameful act.",1
143,Orders taking more than a month to get shipped. I ordered mine on the 10th of October and it still hasn't been shipped yet.,1
144,"Exceeded expectations. I've placed orders multiple times and everytime I've received them within 5 days. The product variety is one of the best. Also, the app interface is one of the nicest I've ever seen. Highly recommend.",5
145,"I want to order some products. At check out when I apply coupon code it shows message ""Login requires to apply this coupon"" But I am already logged in'",1
146,Very nice collection and discount ??..fast delivery..must buy from tira',5
147,I got product in broken condition. Plzz send the products in good manner. Also delivery time too long',1
148,Wrost beauty application. I received a damaged item instantly called the customer service and didn't receive any help,1
149,"Please add more variety of lower to higher end makeup & skincare brands. However in this app, there are very less products overview. Overall this app is good and user friendly. Please keep updating!!??'",3
150,Easy search and a huge variety of products and a one stop shop for multiple beauty brands.,5
151,Items were delayed for more than 10 days. Horrible customer service. Never using it again.,1
152,It's not as sorted as other apps. Tira also doesn't extend significant discounts.,2
153,Worst ever UI you can't add more than 2 quantity of the same product.,1
154,Worst experience.. don't buy from them They send damaged products and later thy wil have long process. Customer care sucks . Don't buy from this cheaters Nykaa is better. Send damaged products in the name of discount,1
155,Love that Tira has brought in some interesting brands. Plus the offers seems very enticing too! I hope Tira does well! <3',5
156,The return and refind process take too much time',1
157,Very bad experience some pictures are not visible not good didn't recommend this app because it's not working properly,1
158,Very Bad experience.dont buy anything from this app. They are cheater ..you get the items missing.,1
159,After i updated the app is crashing again and again and the images are also not visible',3
160,The page keeps blinking on the payment page. Unable to finishy order. Uninstalled and reinstalled the app. The problem still persists! Please help.,1
161,Worst app ever.. I was ordering for the first time but when it came to the confirmation neither my order was placed nor I could use the Tira coupon.. Very bad experience!',1
162,Worst online app ever to order products. They are giving discounts on faulty products and selling them so that customers will loose their money. The product which is faulty in Design are given with discounts. Looting the people's money and doing so much drama to accept the return requests.,1
163,"Wrost service ever they sent wrong products and when it's a time to return they don't do anything. Also customer service is wrost . Its been 5 days and still they will not picked my product even after so much of information, don't know what they want. Very slow staff , very slow management, return policy is wrost and slow.",1
164,"Returning issue, bad customer service, they will advice u to go by tira mail and raise your complain with screen shot, failed link, . No returning option on my tira app, very, very bad experianced , not trusted app????'",1
165,Interface is not very catchy... Font is small.. Should be a bit bigger.. Basically its really simple.. It should be a bit flashy',3
